Date,Account_Number,Amount,Description
2024-01-19,JAWM67309226118997,228.56,home_improvement
2024-12-13,QXRH10093795638297,1458.12,education
2024-11-24,KISE91553774166221,840.63,shopping
2024-03-14,YFLV50924236375987,1199.62,health_and_fitness
2024-10-31,LUGN54825919521118,1391.81,insurance
2024-08-07,SEQB29860449648700,161.77,transportation
2023-12-24,OSWQ19112118363300,266.95,business
2024-05-23,NLOG72131356033607,414.51,travel
2024-03-24,HPER92189812899530,329.0,shopping
2024-10-14,MIXN55132466235222,247.85,dining
2024-01-02,ATXU20422143062639,1167.49,misc
2024-09-21,ELHY24131371815393,977.8,subscriptions
2024-02-16,BYJU24019311656045,1398.9,subscriptions
2024-07-28,AQZC64851269292927,106.68,shopping
2024-02-08,DPHE91817465243980,703.77,shopping
2024-02-19,NTHG54072893615274,556.39,dining
2024-04-22,MPWQ73798509810290,1520.08,subscriptions
2024-08-25,NYAG84282512345978,1161.21,donations
2024-09-12,VESI56089602578985,816.66,donations
2024-01-28,QTKU22561526983739,264.28,entertainment
2024-01-02,IFVZ94983560718227,1381.79,misc
2024-12-17,BNHP18900367353162,1536.6,travel
2024-01-24,PTKO01399386161933,923.32,dining
2024-04-04,XOGK62853787180985,869.82,dining
2024-11-30,MRND33199074548021,1390.12,education
2024-04-18,SNZB27975269034877,958.2,home_improvement
2024-12-01,RKBY46225518769689,1531.0,subscriptions
2024-08-08,AEVK84970340433749,1416.02,dining
2024-06-09,CSGX54300356636624,228.45,health_and_fitness
2024-05-26,ZTZT01580886959773,693.74,shopping
2024-04-11,FXAV24218798284701,813.15,business
2024-10-07,ZAJG80349266779268,594.14,home_improvement
2023-12-26,FRPE95275354441540,333.51,entertainment
2024-02-01,IQFM25783036782961,1597.27,groceries
2024-04-06,UICC64944898646945,344.9,groceries
2024-11-22,DOVE87434100132229,396.59,entertainment
2024-08-12,UMLG37700801491445,1153.88,utilities
2024-09-23,AEVG07944213569280,1948.94,travel
2024-05-08,PTQD36155978310767,1150.51,dining
2024-07-17,XLXM24071427236435,685.1,education
2024-02-26,PYTY76159462675436,255.0,utilities
2024-10-24,YCFT15455157817269,1090.24,entertainment
2024-04-29,SECF91008197440376,1958.44,utilities
2024-07-01,KLHB31327692988094,1896.92,groceries
2024-05-12,WFBR09266759977522,1357.25,groceries
2024-02-27,XQLE64163175421353,1165.39,transportation
2024-07-15,WCUN74855056759037,629.59,subscriptions
2024-01-15,EKPA44365963042330,626.06,insurance
2024-10-01,PZSE81886723438039,1587.09,education
2024-09-03,ZUMI55024699282502,701.92,donations
2024-06-14,QPQP00866234487219,1770.38,business
2024-03-02,NEZB75125203528283,1247.28,groceries
2024-05-03,CQRQ60426915770534,1618.22,business
2024-01-03,LHCO63394848682157,1484.19,insurance
2024-04-18,THWX98159752754632,257.06,misc
2024-11-15,WDJE70744232942588,1807.03,utilities
2024-10-25,YJYU81622058097379,991.34,travel
2024-07-27,SAWP01790744344558,726.15,utilities
2024-12-01,SQVC85687450947809,914.24,insurance
2024-08-08,FQLX68638335585157,952.62,insurance
2024-05-05,EZUS23838376147876,1473.74,groceries
2024-02-10,WPXH04284078541989,1733.83,misc
2024-03-14,UKXO72585006047243,1021.52,education
2024-09-13,ZZEA65031840058173,806.75,dining
2024-01-01,SVFF28969181310731,674.17,groceries
2024-03-07,RIFL45139917627459,1436.19,home_improvement
2024-11-01,SHLX40422205221840,462.02,misc
2024-02-07,BQTK13247272826605,1865.17,health_and_fitness
2024-08-28,YSAF69937802322491,465.01,health_and_fitness
2024-01-07,JZPJ47915739246046,1701.71,transportation
2024-02-06,AVYR66212130052362,1437.89,business
2023-12-29,ACCU66073135819051,356.96,entertainment
2024-04-07,DRLT83553296257593,605.02,entertainment
2024-09-28,PGRW25766469455225,1492.97,utilities
2024-03-25,XBTO24637629374033,1215.47,home_improvement
2024-11-30,ZVLH90841089158259,542.22,subscriptions
2024-08-25,JWQL75002397349831,969.83,transportation
2024-06-09,HFQW02718648213784,957.64,entertainment
2024-11-01,QTXH73336177183508,1739.27,transportation
2024-07-25,CMGC17228383458272,87.79,dining
2024-05-06,CBKH38852317140443,611.0,business
2024-04-17,QCPS16380751893582,479.48,travel
2024-02-12,DDVQ15583478227910,1440.22,subscriptions
2024-09-14,IVMF87265233293005,433.79,travel
2024-07-11,UAKP16921087711893,862.31,utilities
2024-02-17,KIBG39558097749270,45.37,entertainment
2024-10-22,INJZ31459719857337,1052.64,groceries
2024-01-12,SQPZ82043053065251,646.14,entertainment
2024-11-21,BSRX12123045610765,185.29,insurance
2024-02-06,ECOE86021476019577,525.37,shopping
2024-11-27,VASN15785359613426,325.56,education
2024-02-01,GOZO68569917914339,279.89,business
2024-02-28,BPZF90284038957993,160.93,travel
2024-10-28,ZJOO48834308436016,915.68,misc
2024-05-10,NDZV71481949759018,1904.51,donations
2024-04-22,ZHYG46156933592889,580.63,entertainment
2024-07-28,SKXV00770135107502,1146.29,home_improvement
2024-08-28,GAVG20647130625615,483.59,donations
2023-12-26,NNQD19830024003601,1480.7,donations
2024-06-25,ZBJF54844900778464,876.05,groceries
2024-03-20,ZWPO12378887401966,929.56,subscriptions
2024-06-12,JKQX30112793855642,1013.05,donations
2024-05-11,PJLI45741647719590,461.11,groceries
2024-07-14,SFHA65289827000017,899.83,business
2024-09-19,HVRI56037250829014,1340.65,entertainment
2024-05-21,AKBT60980395507675,112.48,entertainment
2024-07-08,LVAX43720888958900,169.22,entertainment
2024-07-26,RQWY10114818161332,1861.59,dining
2024-09-10,XHPA82586626856053,1966.63,business
2024-08-24,XXWW14735688381291,1128.88,subscriptions
2024-06-02,GYEE75082013139635,984.82,groceries
2024-02-10,DPJR46469610481813,1919.83,home_improvement
2024-05-20,XPFN05450202522423,1946.49,travel
2024-10-14,ZVTR96801174000598,1604.44,health_and_fitness
2024-07-05,OXIV52757721012889,1019.03,health_and_fitness
2024-06-08,BNBS36116403072544,86.66,entertainment
2024-03-31,VSMV22973685061206,602.18,education
2024-03-02,XLTR88405786451660,1799.51,home_improvement
2024-04-02,HSSI44048063165427,39.37,education
2024-05-13,DLQS84626657305659,450.74,subscriptions
2024-02-10,TYMY02787522798119,375.92,dining
2024-05-07,KNOK13797453488614,1762.8,misc
2024-05-01,RYRV64978654837258,1514.0,groceries
2024-06-23,OQCX47667733065137,1865.41,travel
2024-12-05,ZLEA83422417043190,1793.52,donations
2024-04-03,KMTP67003483860161,934.77,home_improvement
2024-03-29,RYOK78517630394364,1059.43,transportation
2024-05-23,OCLV54577183130286,1261.1,education
2024-10-15,SRSI96268942072637,1669.01,subscriptions
2024-01-25,FCPJ27571486037462,608.36,donations
2024-10-12,PQCR14216401342566,1879.62,insurance
2024-06-15,FYCY33138236662615,1315.43,dining
2024-11-06,BRGB24461759238558,61.81,dining
2024-11-19,YLIK22405191823595,782.8,utilities
2024-10-18,BWTF68168831329163,1355.32,shopping
2024-07-17,ZRZE38920492019550,1772.73,utilities
2024-05-07,JOEZ39108942691221,798.36,entertainment
2024-02-22,UDYB42767614676864,151.21,health_and_fitness
2024-02-01,BCZA24220190011040,1037.45,business
2024-03-09,ZXKA42429934246135,757.67,shopping
2024-08-20,XFLC08520771731087,1656.06,misc
2024-05-17,EXLB88022994433280,870.83,shopping
2024-11-18,NTXS47776276710781,1628.34,groceries
2024-09-17,CNDQ10494221588666,1491.48,entertainment
2024-04-10,RFLF64878267616287,313.97,business
2024-11-17,GWIZ28182555202470,748.29,business
2024-10-22,RPLN04055189134181,529.34,subscriptions
2024-11-26,YFAM63262243102421,789.25,groceries
2024-03-26,ELHP71400966732223,1359.27,donations
2024-04-14,UIPF17051688425308,746.71,donations
2024-06-14,WGNV42750935192643,1898.65,shopping
2024-08-06,KHCY91570455225106,719.81,transportation
2024-08-20,CXSS68404835350952,423.43,subscriptions
2024-11-03,SLHX98424654126651,1419.11,health_and_fitness
2024-01-22,ODRF09320384326774,1082.94,entertainment
2024-05-03,GGTA22739306971310,543.51,home_improvement
2024-03-04,TPZD83371345025489,795.74,business
2024-04-14,WLTN18373583251777,1342.01,business
2024-05-11,LXJN30681049402443,195.21,business
2024-07-28,ZLXY70961950583714,64.08,dining
2024-02-11,LKCU27333639754711,729.88,health_and_fitness
2024-06-28,CTSR32412585434156,1633.35,business
2024-07-05,UTOI18860814351577,1816.33,shopping
2024-09-19,QXGN61916807471338,1698.04,health_and_fitness
2024-03-22,YSVB12941135181540,1710.84,education
2024-07-30,KGPU32813091596930,1942.83,insurance
2024-05-27,QZQV84437319967699,963.53,insurance
2024-10-08,OQHT33191387457081,924.58,health_and_fitness
2024-02-05,RJQE29358992841483,921.48,business
2024-10-31,ROOT40266378622968,1291.68,health_and_fitness
2024-06-22,GWWE64519683051845,293.11,dining
2024-08-25,MRHT65086202773700,1716.74,entertainment
2024-10-18,ONJN66578303619100,260.47,business
2023-12-24,OXPN82107861488397,1174.15,insurance
2024-06-18,YFPY02745893813443,1817.67,education
2024-03-05,NZCS13474282838466,866.41,health_and_fitness
2024-01-12,IWGR90230773848602,1865.04,business
2024-07-03,ANJX10333437017815,208.72,education
2024-01-24,TILM97595492133887,139.2,groceries
2024-10-16,PNDK35607284681011,320.85,subscriptions
2024-01-12,IAUX80661894758316,228.98,health_and_fitness
2024-08-24,OEUS77373361193202,1484.48,misc
2024-11-22,MJAD60642768424032,69.01,groceries
2024-04-28,FNXM02262744821628,453.88,insurance
2024-04-04,FBVP95764426999600,152.92,shopping
2024-06-21,AEZC71798215234969,162.89,transportation
2024-11-02,JHTL86881888303397,1248.83,business
2024-10-01,SNGV25166234582018,184.77,education
2024-11-01,TBKI22553651877972,1859.95,travel
2024-05-10,CBOA57509242016261,905.85,dining
2024-03-11,UBCB73149610513670,12.92,subscriptions
2024-07-21,KICE14187951107348,879.0,business
2024-05-29,GTMM87817366860172,976.75,misc
2024-02-20,PKPY70046873663627,847.49,utilities
2024-07-15,ZWLY35567148928362,234.31,entertainment
2024-12-18,LKAW82193851264364,588.06,subscriptions
2024-09-21,MWYA50651000257870,1134.16,donations
2024-05-23,TPXG63705550427169,643.46,shopping
2024-11-20,AKCF50974770041735,1735.98,groceries
2024-10-24,DKXA01384088029742,850.24,donations
2024-07-13,XASE95369204910329,998.37,business
2024-11-09,KXXI73130740186175,200.25,business
2024-07-10,ICGD66113568879839,1435.29,transportation
2024-02-17,CHXM28696530135507,1801.39,donations
2023-12-31,VVJC17267709397761,1244.85,subscriptions
2024-04-30,SMBX67749774966641,418.37,education
2024-11-06,YAKU80760190322700,515.42,home_improvement
2024-06-10,QSRJ61585288125998,870.66,entertainment
2024-10-06,ZOUN04196386334724,659.11,travel
2024-12-04,TAOG83300819949513,854.47,shopping
2023-12-24,PAEN11002064483945,82.83,entertainment
2024-05-06,SAXN71974399587222,1271.31,travel
2024-05-16,RYPD77555417871616,409.1,misc
2024-05-21,WPDA69134112840051,600.12,insurance
2024-12-13,YQPW34582384887797,1764.42,utilities
2024-03-13,YQQZ60216144518482,799.73,insurance
2024-03-11,HBKC56568625467453,778.09,utilities
2024-08-04,FHJG33114402022006,1102.43,transportation
2024-07-06,VJEO86582814664746,1928.95,health_and_fitness
2024-09-30,IBSS44894015648096,1402.73,groceries
2024-05-19,IBRT05626840492206,730.61,travel
2024-02-26,XJOA92767056641298,1388.24,transportation
2023-12-22,GUAY50812162460985,1253.26,transportation
2024-01-30,VFJK04862900916774,1566.52,business
2024-04-25,NKNS04433345702009,1.01,travel
2024-09-03,PXWW04589642924240,303.79,misc
2024-04-01,KGJY49282217129504,679.56,utilities
2024-07-30,MRQM10142803002317,1595.09,dining
2024-11-15,ZPGI73020679943881,287.72,dining
2024-09-27,LQPX55572680202276,418.15,business
2024-07-12,AYQB10429787700180,1445.01,transportation
2024-08-18,XVNI60455387616533,947.03,home_improvement
2024-04-27,AVGH94296815833761,1091.53,shopping
2024-10-13,EKRW74027950113241,1011.76,donations
2024-04-06,JGBR26722031402465,1471.93,transportation
2024-05-18,KUMO44683835458905,721.18,travel
2024-03-12,GWMZ39017580213317,1928.66,misc
2024-12-04,SIXO50613793942180,341.24,utilities
2024-10-16,FUZW68688968220934,84.37,utilities
2024-07-04,JAGC58435405380097,5.92,dining
2024-06-06,PVXC99346845589969,1005.89,subscriptions
2024-02-17,CVBR39245960695215,915.89,utilities
2024-02-08,LMTT87919070090147,1263.75,education
2024-04-14,FTTT01166050558043,736.96,donations
2024-04-19,USGR10264838258339,467.04,education
2024-04-02,HVFS49321319424574,562.5,transportation
2024-01-02,CKKH45043920356350,1266.02,groceries
2024-12-17,GVEM96408186541293,955.23,insurance
2024-10-04,ZLVT19683866676577,910.61,travel
2024-04-01,YJPD75885089976662,828.46,business
2024-01-15,FSBS87477780945586,268.14,transportation
2024-05-25,JKKY47964027979997,1356.96,business
2024-09-10,DDZZ81225281131430,1109.34,transportation
2024-07-18,SOQS13791185598247,1550.26,transportation
2024-10-22,KVTF21385806836158,1561.38,health_and_fitness
2024-08-15,FRMT00542360453444,1741.97,misc
2024-01-14,PZGM12224164382574,420.19,groceries
2024-03-08,LSCW77496136007260,1318.6,misc
2024-03-22,XTZM17945057838923,431.45,transportation
2024-06-18,JUBQ93648501255397,155.49,home_improvement
2024-06-19,IQVZ90328646579622,1402.37,dining
2024-03-22,PKZX99244187952049,1921.42,shopping
2024-03-31,WUXX56443795394858,485.14,transportation
2024-01-03,WHMU89547785219050,1763.47,education
2024-11-30,TVEN74282746439081,1140.27,transportation
2024-07-11,QUCA05101859230325,214.83,transportation
2024-08-17,XEXC26560485744197,560.45,home_improvement
2024-02-28,PWXH95341491189061,1275.0,shopping
2024-08-07,ZIME82610929566330,305.45,dining
2024-05-23,ZDYX05149386077188,122.8,donations
2024-06-01,ESTF82896390862166,471.3,groceries
2024-08-23,JGSG30320775866937,586.94,entertainment
2024-11-17,SPVS71142799172479,691.96,subscriptions
2024-09-21,QGDT44028922445734,255.24,education
2024-12-11,VLFJ59199277010154,1774.99,home_improvement
2024-05-23,ULQV75981617626910,202.87,entertainment
2024-11-15,QYPE98497967618343,143.47,insurance
2024-03-18,UGOD78096798665388,1603.59,health_and_fitness
2024-04-30,SUGP59658307614303,1551.9,health_and_fitness
2024-03-31,DDWT84907736609607,528.38,transportation
2024-07-17,NVRN71837343517886,1530.52,home_improvement
2024-06-21,DSXK43098360709853,554.73,transportation
2024-02-24,TEJL25256902777890,1464.09,business
2024-07-14,IVEA57418843027854,639.3,misc
2024-07-16,INBX03074803976970,62.37,home_improvement
2024-09-20,YVVJ30396139738372,1410.46,health_and_fitness
2024-11-25,OQKB21779832926904,301.93,shopping
2024-02-19,AGSC70768388880258,822.35,home_improvement
2024-03-11,VTEP11437186631762,1495.03,shopping
2024-09-15,IOTQ44905299433094,455.53,travel
2024-03-10,QDRQ05304787567345,778.61,business
2024-08-26,FRUV76292727486641,1908.36,travel
2024-10-16,MDWT56342657395143,1468.72,education
2024-08-07,GMOP94603958904488,468.53,subscriptions
2024-07-04,BUXI60167053550691,1654.04,dining
2024-04-10,EIZI95976835818804,739.99,donations
2024-04-22,VZMQ94321641166982,493.46,transportation
2024-08-16,CNXR69840959047037,1445.89,dining
2024-02-28,NUHY09095534004475,1702.59,insurance
2024-12-04,VHUS41497343745372,1282.0,misc
2024-04-25,YHKN52767924858974,1921.81,subscriptions
2024-05-19,XGXU62028566163445,366.39,home_improvement
2024-04-16,ENLW96056509627912,335.66,shopping
2024-06-14,RBFB29384196774106,1049.79,home_improvement
2024-08-25,LALT96335369882355,5.32,utilities
2023-12-28,BMGX51833028891605,1529.68,education
2024-10-19,VPOK61128417406632,1410.81,misc
2024-05-27,IVOA57195260318073,1410.23,groceries
2024-11-25,YBHO19879967046769,628.19,shopping
2024-05-18,BJAP53511304510076,399.86,home_improvement
2023-12-26,UGGR13655875414744,1597.91,travel
2024-10-27,ZIWQ28306582984070,1158.84,health_and_fitness
2024-09-22,TJDD15507703401143,1231.04,utilities
2024-02-01,ENUP88218457997393,1867.58,insurance
2024-12-15,NATJ32906197744605,1883.46,dining
2024-09-22,APXD70218515929475,1369.63,misc
2024-04-14,GXPI87488272127968,18.27,shopping
2024-08-17,VIZR24306791921126,1954.02,shopping
2024-06-10,QCBJ72845522447943,1873.39,misc
2024-11-02,UZQS95754011796556,1058.24,travel
2024-02-06,ANLA16459316198772,1039.81,donations
2024-05-15,EESC92926230637717,1095.41,insurance
2024-04-16,OWBL83329396764489,1866.2,home_improvement
2024-03-03,WLBS58881882466651,1707.63,groceries
2024-09-05,JTZU70583969924472,1764.07,business
2024-10-19,BKDT96597661430509,1321.22,donations
2024-04-04,EYMT80247626643015,1072.86,misc
2024-04-25,OLDP87584981326546,1840.32,business
2024-07-13,NWFN38281195299777,191.9,health_and_fitness
2024-09-18,XHUO24869296086064,1921.7,insurance
2024-02-03,AWWR04599718387574,901.78,transportation
2024-07-06,LCEU70779854310794,1199.17,misc
2024-04-30,XTTZ90138931568392,843.59,insurance
2024-04-12,VZAK37732547954770,940.58,business
2024-06-16,VRFB89804667294762,1536.74,health_and_fitness
2024-02-20,WQPV21195759671843,23.5,misc
2024-10-19,SBSH86210956449055,1171.67,travel
2024-11-11,IDUM64103672030152,1197.43,dining
2024-08-25,STQZ06458074167289,1591.73,misc
2024-09-02,OZUD96728282907884,1565.38,groceries
2024-07-16,PVWK44885178049319,495.75,groceries
2024-08-24,HMTI72773411468318,254.69,utilities
2024-05-21,UQDG30283565239656,633.03,insurance
2024-10-11,SDPR44009067496279,1386.94,subscriptions
2024-11-06,OMPR50866202534083,1119.62,groceries
2024-09-21,JVMP71553104982540,415.42,misc
2024-10-04,AHUT62199179312342,1318.55,donations
2024-04-17,GCEL90677577556306,824.05,insurance
2024-03-23,DMDM64969282190107,566.7,donations
2023-12-21,PLDB86369472994105,1753.56,donations
2024-06-30,PWMY34366069219546,1600.34,shopping
2024-04-03,QLPP94660902481846,1607.2,transportation
2024-08-19,ZTLK87912494163389,407.15,travel
2024-11-24,KGDE67027395060301,1535.53,utilities
2024-10-27,HZHH55086658954587,1377.82,education
2023-12-26,IIUX55742079230280,1874.77,travel
2024-11-07,VBRE01001260031872,286.26,utilities
2024-06-26,ZMEN25752886657493,1828.91,education
2024-05-03,ULMI34771285178191,1572.34,utilities
2024-03-14,VOJR45032195002881,188.3,groceries
2024-10-27,CPWD94715770256920,1112.06,donations
2024-11-10,FYQD04753392008816,1242.56,dining
2024-10-22,DCXN65367812946694,783.62,health_and_fitness
2024-08-03,XURW65369022119885,1327.32,education
2024-02-26,MANC25581737489104,367.59,shopping
2024-11-18,IDCI97922571024052,1103.68,misc
2024-08-14,BKCY95451346845967,1401.35,health_and_fitness
2024-09-19,GBCL68503635898424,1234.51,transportation
2024-06-16,CTFP76352996622347,107.95,business
2024-11-09,FQET19316985242395,156.9,education
2024-09-21,RTEC49257995034549,399.43,business
2024-02-01,TWEP90690059295430,1334.9,misc
2024-07-23,AQBB12156133294568,850.18,subscriptions
2024-02-24,PNRR75493583309337,619.58,health_and_fitness
2024-05-17,BLOI23264180173260,1787.11,misc
2024-03-04,COBB35864255614778,475.32,groceries
2024-10-10,MGYA69957126199883,343.83,home_improvement
2024-09-26,SCMZ15578876571810,1631.56,business
2024-11-26,UHEQ15095053139879,541.55,home_improvement
2024-10-04,YYXW68936475061974,573.79,transportation
2024-10-19,JFCM37525392266766,904.29,donations
2024-07-22,TNHM25454337613215,1525.26,insurance
2024-12-06,HMIU43238669143754,1348.25,health_and_fitness
2024-05-19,GCNT46494824183871,968.59,education
2024-12-11,ZGAU82478901784338,1049.71,groceries
2024-06-19,KSZT90887685246846,286.02,health_and_fitness
2024-04-18,BPDO12906833462256,1425.48,insurance
2024-10-07,AGHN85440052827536,582.99,home_improvement
2024-04-23,FBVL11040442742631,1712.76,business
2024-08-01,XBWN73509395280403,917.68,education
2024-02-12,EBEK31815006852722,300.51,transportation
2024-09-07,HUBP90956865830553,1500.95,insurance
2024-01-22,PUEC43360778787610,653.07,health_and_fitness
2024-08-21,SLFD80847412706152,10.0,misc
2024-12-05,PAJM55892795363807,280.65,education
2024-12-01,XVVM94512395355989,964.69,transportation
2024-01-02,IDHW21246932245367,1747.6,home_improvement
2024-11-13,WLFT59540906597942,835.96,dining
2024-02-22,FZBI98326693031055,362.32,misc
2024-10-26,YMXP60988924576086,1072.08,insurance
2024-07-20,XWCF63566666249983,186.2,insurance
2024-02-09,DDQT78072071455581,999.85,travel
2024-01-07,XTQV18133548346790,910.38,education
2024-07-29,NSGD37421995431471,1560.43,entertainment
2024-05-02,FZEF88080421362119,1673.53,subscriptions
2024-08-30,OCUV61747873492681,1470.76,home_improvement
2024-04-29,CSDT80741319281221,338.15,donations
2024-09-27,EWIU28061035873014,1930.15,shopping
2024-09-06,KPID31233441920533,1113.04,entertainment
2024-12-15,WRPO31280108307103,527.81,health_and_fitness
2024-09-26,JSSF53616844181321,998.41,insurance
2024-03-20,DIAW88296988235410,1062.47,groceries
2024-12-17,LKPB59222059182404,1508.7,dining
2024-05-06,MTVW67886956214806,1723.3,utilities
2024-06-05,ADLG22829460782405,326.74,transportation
2024-02-29,NSKR22750744161401,1538.38,entertainment
2024-08-19,ZXMT81612730041663,807.96,travel
2024-01-23,NLCZ56653931441707,1890.29,dining
2024-05-09,LTDB51924471285938,43.77,education
2024-03-15,RJLH99815027046093,94.1,home_improvement
2024-08-13,TGLX14606664330080,1702.77,groceries
2024-01-29,ZFWR44975612957656,1232.73,travel
2023-12-24,HLEG41338014782502,1422.93,business
2024-11-29,ZYMH55072550806442,1707.07,home_improvement
2024-08-31,PMDQ51756044228154,1092.94,misc
2024-11-28,GQEP07747103458198,1781.52,groceries
2024-03-26,MEMW78785760226234,1384.92,utilities
2024-04-28,FSWJ13795470863874,830.41,health_and_fitness
2024-12-11,QLAI20758269477770,1473.15,home_improvement
2024-02-06,DUKU47591048308661,143.72,insurance
2024-08-30,CYBT25382982987374,17.29,misc
2024-06-11,DSJE27564484281021,1888.46,insurance
2024-10-09,HSUD41587414739428,91.16,health_and_fitness
2024-10-26,KMHK55919815258258,1509.99,transportation
2024-06-23,SAWS84990685236419,468.06,shopping
2024-06-26,IPRQ83328658638413,1265.49,donations
2024-02-15,TFHQ56433259132662,1310.04,education
2024-02-20,ECGD79069665723562,960.36,shopping
2024-06-29,HEZG93466136371003,1889.0,misc
2024-06-19,QWNC94108643663818,1079.17,misc
2024-03-30,VFPY72829612018099,1289.33,subscriptions
2024-05-10,VWWK32852164774582,1179.61,donations
2024-11-05,BCJI08819069987360,100.9,transportation
2024-02-14,QFJJ48095864879707,635.39,insurance
2024-03-07,GVNE36086696949003,973.77,business
2024-07-31,SYQO66885573655014,1144.66,misc
2024-09-20,YAPT27426156892881,766.92,travel
2024-08-31,MCRO17499759255591,383.43,misc
2024-09-05,LQXP55517168897515,455.16,groceries
2024-05-21,KCMR06821223132798,1808.69,education
2024-05-12,CGZU51592052771533,1348.33,subscriptions
2024-08-21,FHYT17703170632811,615.11,travel
2024-03-18,KZCX72426279221559,581.22,entertainment
2024-08-13,JVYT42961085286539,1185.77,dining
2024-08-18,FCWN53506532830852,813.19,misc
2024-01-23,LLCA54137534700597,1101.87,travel
2024-06-14,ZSJY61669229131749,1224.87,groceries
2024-06-06,SCJE14866190655252,1066.09,home_improvement
2024-08-30,ULYV31604135769761,104.53,dining
2024-10-22,QEXQ91117426374173,435.18,subscriptions
2023-12-28,GXRI87624874861512,41.86,subscriptions
2024-09-12,VJXY47960621290389,765.31,utilities
2024-02-02,JQMZ31823280886540,1308.05,groceries
2024-01-13,QIQH02239994536211,1288.46,groceries
2024-12-02,GYRL66744909517659,1797.14,dining
2024-02-29,PKJO48406408411226,594.32,dining
2024-04-03,UNRB38994296928214,1215.57,subscriptions
2024-08-06,EJAE76771076910308,203.29,travel
2024-04-01,UQLH16975301531453,508.1,home_improvement
2024-05-13,OHAT55411419574005,1403.28,entertainment
2024-09-17,MRGB36394079687794,1448.42,misc
2024-08-11,EDWW14132988628625,288.99,travel
2024-10-01,QLOC87865850205013,145.09,insurance
2024-01-26,IEFE02669336264006,1549.66,education
2024-03-30,ZVCB42541810457550,1841.18,dining
2024-10-22,RWFH96338054662462,964.99,misc
2024-06-07,QZMU77107962678031,977.42,home_improvement
2024-01-24,WLSE32128542236325,739.98,misc
2024-06-27,QCYF73159402383725,1543.06,entertainment
2024-11-23,LFYK75601537312127,183.22,dining
2024-06-19,QTJK22285861391605,299.93,insurance
2024-03-03,VURB71681255235876,1199.55,groceries
2024-11-24,NYJG30012227218096,983.4,groceries
2024-12-03,UENK31363766540529,1141.88,transportation
2024-03-19,AQDV94382559816967,1300.4,subscriptions
2024-10-08,RCBK65968030960679,803.98,utilities
2023-12-22,BLCU21907305698657,188.33,education
2024-07-26,QDWT32456670571635,292.38,education
2024-09-12,WREC75427418864433,422.76,health_and_fitness
2024-10-23,UDTG77903524086079,1430.78,groceries
2024-10-09,ACNT52714834503991,562.63,education
2024-04-13,JOPU10283737313902,573.07,dining
2024-06-28,XNOK07093387964723,475.95,utilities
2024-03-28,VAXN62646588001216,1756.96,donations
2024-01-23,ITVN40698831656056,586.77,donations
2024-04-20,DHHD94596725936059,1364.34,utilities
2024-06-11,DVFS70508436561502,297.32,misc
2024-03-11,VPUP39464421797374,337.62,dining
2024-04-24,WCGA45333154929816,486.16,transportation
2024-09-05,IOWG24765704286569,934.28,utilities
2024-07-24,WHOH46490986272143,331.88,insurance
2024-07-26,PKGK63215629236657,674.47,groceries
2024-04-22,OSVR54073431925747,1576.39,transportation
2024-04-24,CNXR21167632707099,492.69,groceries
2024-04-05,VXXK57974093155802,701.71,insurance
2024-10-07,BOTQ66580326188370,936.75,dining
2024-03-16,RSIF45781432173035,521.43,misc
2024-10-24,VCWW50433467314528,723.08,utilities
2024-07-02,YZAU29901990129864,965.63,donations
2024-11-29,PYQO41091752872682,900.35,subscriptions
2024-03-19,DGOZ32170510587690,534.47,entertainment
2024-02-21,TJDT44770911907247,565.49,groceries
2024-10-29,GWYD54280114942982,814.77,subscriptions
2024-12-13,BUSN36382081232730,8.74,transportation
2024-05-08,YXKZ58456595357535,468.95,donations
2024-09-03,HBJV79448990267336,1379.82,education
2024-06-20,XCBS96468367428126,1702.89,donations
2024-06-16,NQVK58964882926976,413.17,dining
2024-01-23,DDIW54805505675755,1667.49,groceries
2024-09-04,SWLE04418223803989,359.12,dining
2024-10-07,NPJD59144085024097,25.81,misc
2024-04-20,JJGG80162651726007,742.64,dining
2024-03-05,HIFB33986901705219,517.18,business
2024-05-11,NRGP92032434339979,784.07,shopping
2024-12-08,VYLS35267731185540,761.38,home_improvement
2024-04-19,QPPS42808341423759,1319.65,donations
2024-03-11,WFFZ97972199915973,1642.58,travel
2024-05-25,ICYD98139718587212,986.58,subscriptions
2024-02-09,JRZU99268741659901,860.45,dining
2024-07-12,VEHK71153120157320,968.31,shopping
2024-01-13,UTVS89895399700728,501.79,transportation
2024-10-17,NQTF63195511469537,86.66,health_and_fitness
2024-12-02,JKHX18359633885574,260.68,travel
2024-09-29,GGPE02293356491788,644.1,donations
2024-11-21,ZDMH74176924620013,504.89,utilities
2024-05-13,XDQT91492580151930,13.47,travel
2024-11-17,PLUU57192405965653,21.67,travel
2024-01-08,JAQM37754111033294,604.13,business
2024-01-20,RZCE08440467484755,1430.76,donations
2024-07-16,DBBI99335889127717,1316.93,health_and_fitness
2024-02-19,HRKJ20943241750818,1437.28,home_improvement
2024-07-26,MQXV13873247717415,950.88,business
2024-08-26,CUIA92856209004194,275.05,shopping
2023-12-27,DFAT29477327859240,530.43,misc
2024-06-05,UYQP91196350573964,17.74,donations
2024-10-20,FOWJ79184061146063,1864.21,home_improvement
2024-02-16,QPZI16125304007511,315.58,groceries
